Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification
10853,3740d5d6-1d4d-3b74-83fa-df157efefce1,1.90415,0.6,20.0,2285,default,1.0,1.0,12.0,E,outlier
2563,921e714a-bf44-3fc6-af4b-7fd2b7d899d4,3.434603015075377,0.2964824120603015,199.0,41010,default,1.0,1.0,59.0,E,outlier
10308,5be55f8b-5ec7-3876-acf6-a5c1624e9b24,0.1394,1.0,5.0,42,default,1.0,1.0,5.0,E,outlier
16272,68f15db9-7a28-3d8f-8f02-068b13d76862,13.838134615384616,0.6538461538461539,26.0,21588,default,2.0,1.0,17.0,E,outlier
30180,554f08db-96d2-3e47-a2e3-fd45e3cf0a92,49.671,0.5714285714285714,7.0,20862,default,1.0,1.0,4.0,F,outlier
8738,6287acb7-1ae6-39f9-9935-650bd0ec784e,0.0196666666666666,1.0,3.0,4,private_ip,1.0,1.0,3.0,E,outlier
682,e70380c2-c4a7-3a6d-8819-78803872857f,0.6695555555555556,0.6111111111111112,18.0,724,default,1.0,1.0,11.0,E,outlier
7511,22e5613a-f700-36fa-ad95-8b677c0149fd,20.39575,0.75,4.0,4895,default,1.0,1.0,3.0,E,outlier
8448,6eff1daa-e303-3c78-a405-2cefe7abcfc6,7.532337264150943,0.1981132075471698,212.0,95812,default,1.0,1.0,42.0,E,outlier
6350,af62f5b6-d24c-32fa-83ba-fd671b290688,4.144846153846154,0.5384615384615384,13.0,3233,default,1.0,1.0,7.0,E,outlier
29749,2f8bf0a6-1de9-36a4-888c-22515e145cf2,111.9474705882353,0.4705882352941176,17.0,114187,default,1.0,1.0,8.0,F,outlier
4939,204d290e-80bc-33cb-80c3-ce9cb4305a0b,0.1738,1.0,5.0,53,default,1.0,1.0,5.0,E,outlier
15235,73d3a8c3-c964-35b4-9384-04623f015837,8.312391304347827,0.4782608695652174,23.0,11472,default,2.0,1.0,11.0,E,outlier
24333,5f777cae-afdc-3c0a-a103-52e0b0e5e456,4.082,1.0,6.0,1470,default,1.0,1.0,6.0,F,outlier
13969,9531fd18-3ff9-3377-a30a-235b3af9f705,9.139333333333331,1.0,3.0,1646,default,1.0,1.0,3.0,E,outlier
14491,f64ab3d8-c266-33f3-91e7-fdd1f2cb55b5,0.015,1.0,3.0,3,default,2.0,1.0,3.0,E,outlier
33854,b42fccf3-e44b-394c-8ea3-e97176aa1f3b,5.831923076923077,0.5384615384615384,13.0,4549,default,1.0,1.0,7.0,F,outlier
16691,445723bb-11ee-36ab-8097-19a905299569,7.031905797101449,0.391304347826087,69.0,29113,default,2.0,1.0,27.0,E,outlier
14892,153a67d9-6548-359a-8d40-1041b11c150d,58.92325,0.0178571428571428,56.0,197983,default,1.0,1.0,1.0,E,outlier
4354,7377a667-1eb5-3fcb-83cf-4459dafc30e8,2.8324367816091955,0.2873563218390804,87.0,14786,default,1.0,1.0,25.0,E,outlier
1537,97aa45b6-322c-3f06-a39b-161f546e0d2b,19.603924528301885,0.2547169811320754,106.0,124681,default,1.0,1.0,27.0,E,outlier
32700,5cc7cf76-94a1-3238-9bf2-6ed355426a10,1.8409,0.9,10.0,1105,default,1.0,1.0,9.0,F,outlier
7237,1a34940d-2b75-3418-92b8-800d97a4a49d,3.886859375,0.375,32.0,7463,default,1.0,1.0,12.0,E,outlier
9908,dd6ad53a-720f-311c-9a93-80c4e9efa3e2,2.9005,0.8333333333333334,6.0,1045,default,1.0,1.0,5.0,E,outlier
21090,0d91b706-a9ca-30fb-8167-b62b048f2eb0,1.7751666666666668,0.3333333333333333,6.0,640,private_ip,3.0,1.0,2.0,F,outlier
28899,60de47aa-6e98-3717-994f-ca5216228e1c,19.05463636363636,0.6363636363636364,11.0,12577,default,1.0,1.0,7.0,F,outlier
10865,69dde102-3837-30d7-b5f1-84b6f21e9e23,6.768333333333333,0.6666666666666666,12.0,4874,default,1.0,1.0,8.0,E,outlier
6110,054afd25-ac97-36af-b6f2-a7efceec5b2c,24.63,1.0,5.0,7389,default,1.0,1.0,5.0,E,outlier
6899,05670975-fb05-309c-8e36-85a83bbbd07e,0.3261428571428572,0.8571428571428571,7.0,137,default,1.0,1.0,6.0,E,outlier
33808,2ea6b6e5-6b44-3374-9cea-23a5d53260d4,1.3231666666666668,0.5333333333333333,15.0,1191,default,2.0,1.0,8.0,F,outlier
23809,1ff6f932-1326-34c8-ab4f-a52c27aeaf1a,0.9976666666666666,1.0,3.0,180,private_ip,1.0,1.0,3.0,F,outlier
299,6ab1a4c0-86fc-36fa-8cf0-9b3e58fb3c7b,122.04442647058823,0.0588235294117647,68.0,497942,default,1.0,1.0,4.0,E,outlier
152,ce0d1fe1-5816-3ff8-8410-5a7f8dcb3227,11.65125,0.5,4.0,2797,default,1.0,1.0,2.0,E,outlier
26829,a04fb783-e7b3-3cec-ae6a-b4cfab1d9b88,6.587777777777777,0.7777777777777778,9.0,3558,default,1.0,1.0,7.0,F,outlier
1876,a26b63c5-0553-3e70-9699-040c7fb1ee00,5.023651785714286,0.2142857142857142,56.0,16880,private_ip,2.0,1.0,12.0,E,outlier
3759,3425a17e-64b8-37d6-a7a7-d02f7abeb349,0.3220375,0.325,40.0,773,default,6.0,1.0,13.0,E,outlier
5171,6f778130-7bc9-375d-bb1c-7569855e859b,10.441453125,0.1796875,128.0,80191,default,2.0,1.0,23.0,E,outlier
16438,68de3754-158a-3180-9ef2-7291d5eec140,3.6436666666666655,1.0,3.0,656,default,1.0,1.0,3.0,E,outlier
13729,da1f48f2-7d20-36c8-a1c5-2d0531db5f55,0.0046666666666666,0.6666666666666666,3.0,1,default,3.0,1.0,2.0,E,outlier
1168,77768132-da44-3014-bc0e-58af56177925,0.9943333333333334,0.4166666666666667,12.0,716,default,1.0,1.0,5.0,E,outlier
19946,58a12096-1f5d-373a-bbb1-51b8ee7a7b4f,6.69025,0.625,16.0,6423,default,1.0,1.0,10.0,F,outlier
10974,a14c8e65-6b02-353e-8dcb-d0b4d6f7c71c,0.7031818181818181,0.5757575757575758,33.0,1393,default,1.0,1.0,19.0,E,outlier
13548,6c2ea2fd-7a98-3d94-a178-4b5299bfe238,0.0065,1.0,4.0,2,default,1.0,1.0,4.0,E,outlier
15001,22a0e8d8-484e-33ca-a1f8-3c286fd8f2ab,0.2347272727272727,0.4090909090909091,22.0,310,default,1.0,1.0,9.0,E,outlier
15309,3b8332d5-6beb-3ae8-be1a-7015e3c6b197,72.20741666666667,0.25,12.0,51990,default,1.0,1.0,3.0,E,outlier
18059,5cdbbcb3-3502-3072-a370-2a0a31b8d509,0.732,0.5,4.0,176,default,1.0,1.0,2.0,F,outlier
28740,72ad12a1-3ad8-33b5-9542-bb2503dfa1a2,15.80675,1.0,4.0,3794,default,1.0,1.0,4.0,F,outlier
28184,86390cb7-d316-3d83-9792-db6c330d2bc3,8.155884615384615,0.4615384615384615,13.0,6362,default,2.0,1.0,6.0,F,outlier
25994,39ca6b03-ee22-3ed7-87c0-f77eeeddef4a,0.1083333333333333,1.0,3.0,20,default,1.0,1.0,3.0,F,outlier
9763,1ae326bb-d913-325a-bec0-789b30100945,0.0076666666666666,0.6666666666666666,3.0,2,default,3.0,1.0,2.0,E,outlier
1820,00f1ed9d-6e92-3858-a8f7-30a26dc09261,0.58203125,0.8125,32.0,1118,default,2.0,1.0,26.0,E,outlier
6307,2b5494ea-4c06-3e99-9b09-b72735d216ad,0.791296442687747,0.1442687747035573,506.0,24024,default,3.0,1.0,73.0,E,outlier
2730,7d711dcc-bb18-3c5e-a160-4d5851053ba2,8.034733333333334,0.2888888888888888,45.0,21694,private_ip,1.0,1.0,13.0,E,outlier
27934,9bc2d4cd-90e7-3c2a-86fe-bd9915985097,0.7018,0.44,25.0,1053,private_ip,4.0,1.0,11.0,F,outlier
9392,026537c0-62bb-31e0-a494-5aea4dfa9929,0.5723720930232559,0.1078224101479915,473.0,16244,default,1.0,1.0,51.0,E,outlier
16879,914120de-6955-36b7-a669-364306550bf5,29.81507258064516,0.1290322580645161,7.75,110913,default,24.0,8.0,8.0,E,outlier
24315,14f1bf6d-39b2-3aa3-b207-e0502b1fa880,2.297333333333333,1.0,3.0,414,default,1.0,1.0,3.0,F,outlier
25280,10325814-3133-35c8-bee9-978912f6bfc3,10.295727272727271,0.6363636363636364,11.0,6796,default,1.0,1.0,7.0,F,outlier
11833,f5761725-6b3d-32cd-9891-0f0832f53e99,4.809617647058824,0.3529411764705882,34.0,9812,default,1.0,1.0,12.0,E,outlier
22260,baf4cf37-f5e4-3abf-8d67-0f07377a50e5,82.6041,0.5,10.0,49563,default,2.0,1.0,5.0,F,outlier
9717,8394f9af-0795-372f-8a9b-04a3474774cb,0.8934916666666667,0.4166666666666667,60.0,3217,default,2.0,1.0,25.0,E,outlier
14444,74a072de-87a8-34cd-bb4c-cde50a6c2f21,0.3597835051546391,0.2164948453608247,194.0,4188,default,2.0,1.0,42.0,E,outlier
19610,796b06d8-5fda-35ae-9a02-3954223fda46,20.6325,1.0,6.0,7428,default,1.0,1.0,6.0,F,outlier
112,60b82297-aae6-3231-b80e-b2f8a2e73379,0.0550625,0.6875,16.0,53,default,3.0,1.0,11.0,E,outlier
13160,d40cec7f-aba9-3db4-af66-bc33e08558f6,3.539989361702128,0.2872340425531915,188.0,39932,default,1.0,1.0,54.0,E,outlier
17748,a57be7cc-cfd2-353c-a085-2cd2cea94fd8,0.0022717678100263,0.0923482849604221,23.6875,52,default,65.0,16.0,35.0,E,outlier
18462,6b3b2d26-9aa7-32d8-90b8-25f440bdc4bd,3.224769230769231,0.0448717948717948,156.0,30184,default,1.0,1.0,7.0,F,outlier
5907,f0dc37de-e302-3e4c-b6f0-37e565d0e17d,0.2653333333333333,1.0,3.0,48,default,1.0,1.0,3.0,E,outlier
22637,6b35f330-9a57-3ee5-b47b-99b4eb0666c9,0.09475,0.875,8.0,46,default,2.0,1.0,7.0,F,outlier
31195,68ca1907-1741-3df8-b519-86ab40672954,63.166160000000005,0.28,25.0,94750,default,1.0,1.0,7.0,F,outlier
7462,93a34bac-1d39-3ae3-b24b-d0aedc65183f,0.0024666666666666,0.6666666666666666,7.5,3,default,3.0,2.0,10.0,E,outlier
816,81e65f60-9e8f-376b-a880-8c32d833f9c0,0.0204545454545454,0.6363636363636364,11.0,14,default,5.0,1.0,7.0,E,outlier
481,873b6854-a4ee-339d-b2f1-fd048104691a,0.0553529411764705,0.5294117647058824,51.0,170,default,1.0,1.0,27.0,E,outlier
3660,fbb44976-a9f2-364c-8ab8-94709d5e0fc1,1.0517,0.8,10.0,632,default,1.0,1.0,8.0,E,outlier
17369,6065ecd8-c6c8-3a9a-bd27-228ff5ab4b19,2.03,0.7272727272727273,11.0,1340,default,1.0,1.0,8.0,E,outlier
23547,4b9e3769-6e56-3841-a49b-d6a1ff228bad,1.3056666666666668,0.5,6.0,471,default,1.0,1.0,3.0,F,outlier
15920,597ec2e3-a5c1-301a-ab6b-540aa6b359b1,9.040198581560285,0.3120567375886525,141.0,76481,private_ip,1.0,1.0,44.0,E,outlier
6030,36695950-5831-3c93-80fc-90413865add7,0.7397159533073929,0.1050583657587548,514.0,22813,default,1.0,1.0,54.0,E,outlier
5962,8cf86ac4-d5c4-37d5-8bcc-5dd9f2ab36c2,17.177,0.8461538461538461,13.0,13399,default,1.0,1.0,11.0,E,outlier
33966,3010c4b3-1595-3ba7-a2f5-08b4e7f84550,133.69825,0.875,8.0,64176,default,1.0,1.0,7.0,F,outlier
1179,8c870426-f2d4-347e-88f4-b6abfec7a48c,0.7356887254901961,0.0318627450980392,816.0,36020,default,1.0,1.0,26.0,E,outlier
6266,ae00d130-78da-31ee-9789-60c88d8bb65a,6.667529411764706,0.7647058823529411,17.0,6801,default,1.0,1.0,13.0,E,outlier
20076,030d6a89-dbd8-35ff-8e89-ef35fd603d64,31.42033333333333,0.8333333333333334,6.0,11312,default,1.0,1.0,5.0,F,outlier
16999,f89380f2-5c2f-39fa-a4ab-ed8ec56934a5,0.1342222222222222,0.7777777777777778,9.0,73,default,1.0,1.0,7.0,E,outlier
12811,a1768164-f553-37ec-81b6-0e57de4c4e1f,0.702826280623608,0.1959910913140311,449.0,18935,default,1.0,1.0,88.0,E,outlier
13898,c74f2445-f95e-35ee-8b87-0a3c27276984,1.245280625,0.04875,800.0,59774,default,1.0,1.0,39.0,E,outlier
6169,9359f825-ad72-39bb-b298-ed8d936302d8,52.602428571428575,0.9047619047619048,21.0,66280,default,1.0,1.0,19.0,E,outlier
25824,3def6ca0-5b6f-3081-8494-e6fee6fd6701,9.6534,1.0,5.0,2897,default,1.0,1.0,5.0,F,outlier
31766,09e824a0-1729-3976-90f4-c5e966d82a40,5.898888888888889,0.8888888888888888,9.0,3186,private_ip,1.0,1.0,8.0,F,outlier
17881,38bf5fe8-211e-3c12-a3ea-13d22279a12c,0.325,0.8333333333333334,6.0,117,default,1.0,1.0,5.0,F,outlier
13021,1b7b6a52-812b-327f-ac8f-f92755ea8e44,9.506820512820514,0.4615384615384615,39.0,22246,default,1.0,1.0,18.0,E,outlier
5793,a40e1eac-e721-3e76-8b0f-01b3dba809a2,0.001103448275862,0.4482758620689655,29.0,2,default,12.0,1.0,13.0,E,outlier
25639,39763ee7-38b9-3329-980d-7a075801a963,2.9520625,0.25,16.0,2834,default,1.0,1.0,4.0,F,outlier
1626,b8aba269-d8e9-3627-bcc6-9ff6c47ac975,10.995333333333337,0.8333333333333334,6.0,3959,default,2.0,1.0,5.0,E,outlier
4866,643c7b47-f8ef-3734-adcc-9743af1da267,1.858252252252252,0.1621621621621621,111.0,12376,default,2.0,1.0,18.0,E,outlier
10771,768c9f74-6202-35ca-85f7-4cb9c82e6943,13.260136363636365,0.5227272727272727,44.0,35007,default,3.0,1.0,23.0,E,outlier
923,a8ba83a0-1e5e-3953-9fe9-3905793c6587,4.345818181818182,0.1696969696969697,165.0,43024,default,1.0,1.0,28.0,E,outlier
27589,902a61ab-4f1f-36ba-a3c7-dcc32bc55f90,22.359222222222225,0.6666666666666666,9.0,12074,default,1.0,1.0,6.0,F,outlier
18417,e0a35e3a-c054-3d9a-bdbb-4e64ca8c051c,1.752375,0.75,8.0,842,default,1.0,1.0,6.0,F,outlier
4114,eaf918a6-eeec-3657-ba20-5a23125fcef9,0.0022916666666666,0.6666666666666666,12.0,2,default,12.0,1.0,8.0,E,outlier
6523,9f29d128-2adf-3560-8ac9-1e133d827634,8.985666666666667,0.6666666666666666,30.0,16175,default,1.0,1.0,20.0,E,outlier
33714,0cdd3df3-f937-3fe7-980d-8ba252d0f3ef,0.6355555555555555,0.6666666666666666,9.0,344,default,2.0,1.0,6.0,F,outlier
16658,ebabe151-c817-3830-8102-a49d68604fd8,6.311867469879519,0.3855421686746988,83.0,31434,default,1.0,1.0,32.0,E,outlier
2817,82bc13e6-e069-3d53-8d60-a4ea30e2237e,23.40259574468085,0.6382978723404256,47.0,65996,default,1.0,1.0,30.0,E,outlier
12393,1efdd998-7502-3ea5-b344-342862707a6e,33.926199999999994,0.7333333333333333,15.0,30534,default,1.0,1.0,11.0,E,outlier
15239,7a849d9a-f393-37bb-8727-e9c6d90d589f,1.7881891891891892,0.3513513513513513,37.0,3970,default,1.0,1.0,13.0,E,outlier
55,c70d250d-ad44-3541-b886-5cc3b95c9c0f,5.717899999999999,0.4,10.0,3431,default,1.0,1.0,4.0,E,outlier
1766,72852b2d-9312-3cae-94d5-892911a90bc7,0.6388970588235294,0.6470588235294118,34.0,1304,default,1.0,1.0,22.0,E,outlier
25599,d8ae4d3b-e306-395a-b191-3af0ec372f21,3.4746666666666663,0.4444444444444444,9.0,1877,default,1.0,1.0,4.0,F,outlier
3475,e258a4fa-666b-35cf-8734-dcecf2b28180,35.084666666666664,0.7777777777777778,9.0,18946,default,1.0,1.0,7.0,E,outlier
14381,cdfbe0ca-9743-333f-8125-22e6ecd594a8,12.465927536231884,0.391304347826087,69.0,51609,default,1.0,1.0,27.0,E,outlier
13139,868bf7d4-a5d7-33da-97ec-22acd7a6324d,0.0035499999999999,0.8,10.0,3,default,10.0,1.0,8.0,E,outlier
15631,4837110d-ca49-3b2e-b861-c9e6a97dc1ab,21.61103921568628,0.2352941176470588,102.0,132260,default,1.0,1.0,24.0,E,outlier
6560,13f15795-7271-3855-8805-16c9f33cebc5,5.16804347826087,0.0869565217391304,23.0,7132,default,1.0,1.0,2.0,E,outlier
2760,e83a77b0-68c2-3b3a-85d2-7337a78c201f,83.38342857142857,0.5714285714285714,7.0,35022,default,1.0,1.0,4.0,E,outlier
17334,fbeb09f6-4a83-37b4-b55f-49f9a246bbb5,2.4140277777777777,0.3611111111111111,36.0,5215,default,1.0,1.0,13.0,E,outlier
19092,e491a308-db2b-3fd7-ac97-33b59a078eca,16.43177777777778,0.8888888888888888,9.0,8874,default,2.0,1.0,8.0,F,outlier
1616,a9675953-3947-3c24-b5f8-c5b91b9067f8,3.1684475806451613,0.2258064516129032,124.0,23574,default,1.0,1.0,28.0,E,outlier
6562,1d763eab-e653-3605-b0cf-26bc400a4e96,3.1349242424242423,0.3484848484848485,66.0,12415,default,3.0,1.0,23.0,E,outlier
17197,53718b9e-84bb-322b-9c4a-0166cf2ea467,2.1547391304347827,0.3478260869565217,161.0,20815,default,1.0,1.0,56.0,E,outlier
15708,08703fa4-a7b9-34a8-bb5b-365059ea354e,0.6011,0.8,10.0,361,default,1.0,1.0,8.0,E,outlier
27478,640167c0-821e-3ff2-8156-46c8fc976994,0.002,1.0,4.0,1,default,2.0,1.0,4.0,F,outlier
17935,d772fd09-554d-35d5-89c2-a851fddebc0f,0.1939722222222222,0.1944444444444444,36.0,419,default,3.0,1.0,7.0,F,outlier
8848,9743896a-23f1-3d0b-a6e2-9875e6a3f1a4,8.454980392156862,0.4901960784313725,51.0,25873,default,2.0,1.0,25.0,E,outlier
25588,c0dfdb51-2f11-303f-89f2-a4e22f195f36,0.2238333333333333,0.8333333333333334,6.0,81,default,2.0,1.0,5.0,F,outlier
34211,572e9bf7-0d3a-3902-9dee-e04041512137,144.2638947368421,0.6842105263157895,19.0,164461,default,2.0,1.0,13.0,F,outlier
30064,e5732efc-b525-3f5f-86e5-9269795a2610,222.9247142857143,0.5714285714285714,7.0,93629,default,1.0,1.0,4.0,F,outlier
12893,9b101cd0-2783-3129-90ac-01427bfc1371,8.116509615384615,0.3846153846153846,104.0,50648,default,1.0,1.0,40.0,E,outlier
11183,e1c000d3-44cb-3444-b294-ca3958744f1b,6.06725,0.5357142857142857,56.0,20386,private_ip,1.0,1.0,30.0,E,outlier
15096,1a070a39-5107-3ca8-93dc-7373c877cd3f,2.165125,0.1875,160.0,20786,default,1.0,1.0,30.0,E,outlier
26247,f858f241-2a44-333b-8f1f-971a9105ceff,181.1807083333333,0.2083333333333333,24.0,260901,default,1.0,1.0,5.0,F,outlier
27186,ddfe3e7e-cbb3-3079-b5ff-0ac24712ca7e,1.479,1.0,3.0,267,default,1.0,1.0,3.0,F,outlier
8608,239031a5-bd46-3683-af52-8d31a02b0cb8,0.290780487804878,0.3414634146341463,41.0,716,private_ip,1.0,1.0,14.0,E,outlier
10338,a49731fa-1527-3543-8ac8-57a2b3516e92,0.8125714285714285,0.8571428571428571,7.0,342,default,1.0,1.0,6.0,E,outlier
13972,9dc9d62a-9e61-3746-8906-57227224a615,0.001912687585266,0.0613915416098226,733.0,85,default,42.0,1.0,45.0,E,outlier
5715,ad6f7713-50da-322f-a282-df834c7d5b4c,2.049764705882353,0.2352941176470588,51.0,6273,default,1.0,1.0,12.0,E,outlier
1809,e110f584-39be-3be2-b5bf-0009a010a425,384.8726,0.8,5.0,115462,default,1.0,1.0,4.0,E,outlier
20373,c8979ae4-e8f6-32e3-b05b-b30921027267,151.88325,0.875,8.0,72904,default,1.0,1.0,7.0,F,outlier
20941,713f935a-7d0d-3acf-b187-c965e26e129a,17.75152380952381,0.7142857142857143,21.0,22367,default,1.0,1.0,15.0,F,outlier
15394,75828adf-e3d0-343b-bb9c-68b5dc3af0db,0.521578947368421,0.631578947368421,19.0,595,default,1.0,1.0,12.0,E,outlier
9799,a7726cc0-fe8b-31b4-a2c9-4a36e5d7ed6b,25.92066666666667,0.4509803921568627,51.0,79318,default,1.0,1.0,23.0,E,outlier
27948,db97e622-8269-33e7-8110-1a770bcba6a8,1.414375,1.0,4.0,340,default,2.0,1.0,4.0,F,outlier
14877,e0a1ab1d-40d9-35c4-add2-20f4040a8079,1.814142857142857,0.6428571428571429,14.0,1524,default,1.0,1.0,9.0,E,outlier
6830,368094c4-f968-3f17-b2da-05e86bebb5ab,5.41075,0.42,50.0,16233,default,1.0,1.0,21.0,E,outlier
1260,74ad974d-0b75-3492-8819-cd15d15e156f,82.08716666666668,0.5,6.0,29552,default,1.0,1.0,3.0,E,outlier
17963,3026e696-1fc4-31a0-b4e7-5f76db93abe5,29.65,1.0,3.0,5337,default,1.0,1.0,3.0,F,outlier
4962,6abf9f8b-c0f0-3bfb-94ae-cba28385eaee,16.62536,0.44,25.0,24939,default,1.0,1.0,11.0,E,outlier
4921,f95d4b7f-008d-33d0-94c2-cb780ed8f9aa,1.322290322580645,0.4516129032258064,31.0,2460,default,1.0,1.0,14.0,E,outlier
7283,78217703-1552-3284-86b1-144ba3acbc4c,3.204391221374046,0.1335877862595419,262.0,50374,default,1.0,1.0,35.0,E,outlier
5293,ce27d377-c5e9-3cb3-9683-b6a5746d1ec5,0.0625263157894736,0.8947368421052632,19.0,72,default,1.0,1.0,17.0,E,outlier
7120,a544ead3-c780-3d2a-a474-ff18433e96c2,0.1737272727272727,0.9090909090909092,11.0,115,default,1.0,1.0,10.0,E,outlier
2654,806cb5e9-b559-348e-9dd1-45fdd745a72c,1.3356363636363635,0.2121212121212121,33.0,2645,default,1.0,1.0,7.0,E,outlier
9805,bffa5460-8311-3017-b016-0e30280ea11e,9.923583333333331,0.6666666666666666,12.0,7145,default,1.0,1.0,8.0,E,outlier
8028,b6580872-6597-30a2-a381-a0eb1aaff0b1,6.904545893719806,0.2946859903381642,207.0,85755,default,2.0,1.0,61.0,E,outlier
2845,c96b07ae-e74e-30ba-8ce0-0ebb110efb2c,2.8342105263157897,0.631578947368421,19.0,3231,default,2.0,1.0,12.0,E,outlier
2087,f9dc5ef6-dbc5-303a-9b2c-419f23fb64b9,40.60521621621621,0.4324324324324324,37.0,90144,default,1.0,1.0,16.0,E,outlier
26251,0709aa10-24c4-343f-abbe-af5d15d52e08,16.409509433962263,0.4528301886792453,53.0,52183,private_ip,3.0,1.0,24.0,F,outlier
34398,a9dd12f8-d2db-35e5-9d20-5737cd5a7122,176.4828,1.0,5.0,52945,default,1.0,1.0,5.0,F,outlier
31097,101c231a-3a88-356f-82ea-1419ccc21107,17.195021739130436,0.5652173913043478,23.0,23730,default,2.0,1.0,13.0,F,outlier
15482,91af975c-ba9d-304d-a215-e9edf18e2c27,0.0001082089552238,0.1007462686567164,2.7628865979381443,2,default,246.0,97.0,27.0,E,outlier
23990,4b4e6e54-cebc-334d-8736-a3bb6cdd4b49,0.0,1.0,1.0,0,default,1.0,1.0,1.0,F,outlier
11620,af7004c9-c65d-3bf8-a207-b288d1d1d408,0.5061909262759924,0.1550094517958412,529.0,16067,default,1.0,1.0,82.0,E,outlier
15677,b65ce3b7-6850-335a-baf8-35fa4ca3a1f3,5.259255627009646,0.1704180064308681,311.0,98138,default,1.0,1.0,53.0,E,outlier
10802,ae7a82e8-1538-3e71-b396-7443196d0b49,3.4308,0.3125,80.0,16468,default,1.0,1.0,25.0,E,outlier
13083,d61fc56e-4708-3c17-b45e-8fba3fd96795,0.7153636363636364,0.5454545454545454,22.0,945,default,1.0,1.0,12.0,E,outlier
4083,ac317db7-1a7b-3059-a2ad-efefb53af771,80.318,0.5555555555555556,9.0,43372,default,1.0,1.0,5.0,E,outlier
23099,b04072d3-5d23-3af9-bd28-a8cdf8b5ecc3,2.5031923076923075,0.6923076923076923,13.0,1953,default,2.0,1.0,9.0,F,outlier
21900,231093df-4ec9-3dfd-b71a-a6e010e5dd12,0.0288333333333333,0.8333333333333334,6.0,11,default,1.0,1.0,5.0,F,outlier
34255,ece1dfb2-0e26-37aa-b69a-5dd247232b9d,0.0157777777777777,0.6666666666666666,9.0,9,default,1.0,1.0,6.0,F,outlier
34412,da87163f-6a24-39fc-a79f-1b05f00610de,944.4231428571428,0.1428571428571428,7.0,396658,datacenter,1.0,1.0,1.0,F,outlier
3081,4a2260c0-d785-341e-a5be-f921efbe5e7a,0.0028125,0.4375,16.0,3,default,16.0,1.0,7.0,E,outlier
23201,dcbaa7ee-5b22-314a-a270-02fb851a6ae1,20.387,0.8571428571428571,7.0,8563,default,1.0,1.0,6.0,F,outlier
17551,75328ba7-d8ea-3440-af7a-3efc69192b88,30.282717647058824,0.0235294117647058,85.0,154442,default,1.0,1.0,2.0,E,outlier
21214,a7b906cd-d445-3262-837c-97643cafb3ca,5.111666666666667,0.6666666666666666,3.0,921,default,2.0,1.0,2.0,F,outlier
