Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification
31077,db30c406-f954-359d-87fa-0dfbe97e6493,0.5971531531531532,0.1321321321321321,33.3,11932,default,15.0,10.0,44.0,F,normal
21728,f47b59f3-1a23-35c6-900a-26b55d1aae64,41.94946551724138,0.3793103448275862,14.5,72993,default,2.0,2.0,11.0,F,normal
15622,3e8ac1bd-7170-3b06-b6f6-513bd3687653,2.22193553008596,0.0573065902578796,349.0,46528,default,1.0,1.0,20.0,E,outlier
18274,0e5288c6-f9f8-3ecc-a5af-b83dd13a5c53,9.0530625,0.175,10.0,21728,default,4.0,4.0,7.0,F,normal
20247,6e4c5f31-063c-3707-8ace-45e5f357bed0,0.6540444444444444,0.1333333333333333,9.0,1766,default,6.0,5.0,6.0,F,normal
19868,90e8b501-1034-3075-8763-f76598601bbf,0.8201764705882353,0.2470588235294117,12.142857142857142,4183,default,11.0,7.0,21.0,F,normal
26316,cab0580c-11d4-3877-8c3e-1cf0f1dadff6,0.2694050925925926,0.1087962962962963,18.782608695652176,6983,default,29.0,23.0,47.0,F,normal
1427,3e506383-4e0e-314b-8f86-45587822c32c,22.307375,0.5,8.0,10708,default,2.0,1.0,4.0,E,outlier
8176,455585e9-3f39-3748-953d-d260dfe86d9a,0.9026666666666666,0.4444444444444444,9.0,488,default,1.0,1.0,4.0,E,outlier
29999,272b12f4-ab29-3a55-864f-cbaa4365fd98,1.8336818181818184,0.8181818181818182,5.5,1211,default,2.0,2.0,9.0,F,normal
27949,dbad6826-9187-33c3-97a6-ed4e903488c9,21.64988888888889,0.2222222222222222,4.5,11691,default,2.0,2.0,2.0,F,normal
30098,50c270fc-f977-36c0-b908-1dad00d45ffb,8.70909090909091,0.2272727272727272,7.333333333333333,11496,default,3.0,3.0,5.0,F,normal
8506,19534bea-b05e-3a31-8b82-b1f7ec772c1d,0.0405,1.0,2.0,5,default,1.0,1.0,2.0,E,outlier
16212,b11627ee-c00a-3004-bd4e-2d5c25cbcbe6,1.1803932980599647,0.1111111111111111,567.0,40157,default,1.0,1.0,63.0,E,outlier
28260,510feb30-7199-3fb8-9ed4-f818ce045d2c,1.6617692307692309,0.3846153846153846,13.0,1297,default,1.0,1.0,5.0,F,outlier
17968,39ef0fbf-f73b-399e-b1b6-4fa3fd24cb6d,2.5155,0.1538461538461538,6.5,5887,default,6.0,6.0,6.0,F,normal
21757,4db3b1d1-6bbb-359c-a829-383008b71981,0.0085,0.5,2.0,3,default,2.0,2.0,2.0,F,normal
6881,c00a42c3-5391-3ab5-b281-6460651d5beb,9.993081081081082,0.4054054054054054,37.0,22185,default,1.0,1.0,15.0,E,outlier
33266,2652c399-a28e-37c6-b5d1-137eed297665,1.133090909090909,0.6363636363636364,5.5,748,default,2.0,2.0,7.0,F,normal
15644,668d8869-67cf-3a0e-8df3-39bc41918fd7,2.1221935483870964,0.4838709677419355,31.0,3948,default,1.0,1.0,15.0,E,outlier
23266,6809f517-e78b-3d91-90bc-c2c65819774e,3.119297297297297,0.3513513513513513,12.333333333333334,6925,default,5.0,3.0,13.0,F,normal
1356,71df70bb-eb93-394b-83a4-65a5fe804f27,0.3436666666666667,1.0,3.0,62,default,1.0,1.0,3.0,E,outlier
27800,4303f095-98fa-3817-a32c-0d748ffeae80,10.919316326530613,0.3061224489795918,16.333333333333332,32103,default,4.0,3.0,15.0,F,normal
499,a629e965-79f2-3869-9735-8a4aede22c83,0.0011111111111111,0.8333333333333334,18.0,2,default,18.0,1.0,15.0,E,outlier
34388,829c2f87-577b-3a80-bf03-6a602665c930,0.00375,0.5,4.0,1,default,1.0,1.0,2.0,F,outlier
25711,f203ce64-984a-3331-b9ac-fc3728854109,0.0374274809160305,0.2137404580152671,11.909090909090908,295,default,17.0,11.0,28.0,F,normal
31877,63c767cd-0161-335b-8e00-b6f52e141b86,58.6169,0.5333333333333333,15.0,52756,default,2.0,1.0,8.0,F,outlier
26950,f2d4b8cc-4f3c-3f81-a35e-d815cf90394f,20.02643902439025,0.1707317073170731,13.666666666666666,49266,default,3.0,3.0,7.0,F,normal
26594,f8a60086-abf2-3c08-9056-bcff7f306f61,2.1133711340206185,0.2577319587628865,48.5,12300,default,3.0,2.0,25.0,F,normal
14913,3c8c4866-ef75-3c07-aeca-1a3c7afdd956,50.94186567164179,0.2985074626865671,67.0,204787,default,1.0,1.0,20.0,E,outlier
29233,aeae2b97-2daa-37e2-8aef-4fe5bea0b0d6,6.945308510638298,0.0744680851063829,47.0,78344,default,4.0,4.0,14.0,F,normal
32556,b0836395-f1f8-3638-929b-e4b37f20d26a,2.107622448979592,0.2040816326530612,7.0,6197,default,8.0,7.0,10.0,F,normal
10994,dfd1cf06-f4fc-3847-ae15-204cc44c69d2,4.2128125,0.3125,80.0,20222,default,2.0,1.0,25.0,E,outlier
25180,cb0b1b2a-f9b6-3392-9157-1677e5321864,1.33325,0.875,8.0,640,default,2.0,1.0,7.0,F,outlier
34027,d52f3229-e4c6-30f6-b32a-fb98598f1e08,2.8620714285714284,0.5714285714285714,3.5,1203,default,2.0,2.0,4.0,F,normal
15923,5f4d7fc1-dc48-3755-b842-4a936f740e8b,148.994875,0.75,4.0,35759,default,2.0,1.0,3.0,E,outlier
5468,cca2241c-f942-30c1-bdf6-b32014ae40d4,2.980656,0.392,125.0,22355,default,2.0,1.0,49.0,E,outlier
13642,d29014a9-b434-3ca4-8580-c355d7bfbfd6,5.967524064171124,0.2299465240641711,187.0,66956,default,1.0,1.0,43.0,E,outlier
5619,8cc34bba-47b4-309d-b662-5b09cc04a27b,1.0867054263565892,0.1162790697674418,258.0,16823,default,1.0,1.0,30.0,E,outlier
19983,e1d8b044-53c6-33b9-a0f2-b3c8ce674c63,0.99577,0.0622222222222222,225.0,26886,default,16.0,2.0,28.0,F,normal
19798,d16067ad-967b-30d7-a61c-aa1004e9bd98,25.50885,0.35,3.333333333333333,30611,default,7.0,6.0,7.0,F,normal
4534,641bbcf6-e35a-3c20-8d77-003840b02d0b,6.747328125,0.3229166666666667,192.0,77730,default,2.0,1.0,62.0,E,outlier
14772,bc27d8fa-3eb3-37fe-870c-4efe33902cd6,1.170935520361991,0.1945701357466063,442.0,31054,default,3.0,1.0,86.0,E,outlier
33957,13ab728d-77e0-3e84-b67d-fd9dfe407122,0.0006847290640394,0.0394088669950738,9.666666666666666,17,default,47.0,42.0,16.0,F,normal
20681,60370d54-8360-30d9-95ea-62ac20c3a8d4,2.99640350877193,0.1403508771929824,19.0,10248,default,3.0,3.0,8.0,F,normal
26698,2cfc137d-de6c-30d8-89c1-f3ba42c87dd6,0.2505714285714285,0.0476190476190476,21.0,632,default,21.0,2.0,2.0,F,normal
21379,c685e5a0-9ccd-3c73-9687-8daab57d0840,0.24028,0.48,12.5,361,default,3.0,2.0,12.0,F,normal
12266,9574439d-c9cd-33a9-b65a-8d9aeb9f0d76,6.484217391304348,0.217391304347826,46.0,17897,default,1.0,1.0,10.0,E,outlier
14480,d22af409-15fa-36ee-b40d-92b042af98d5,11.55453125,0.25,32.0,22185,default,1.0,1.0,8.0,E,outlier
32750,f1523c94-ccb1-3234-a166-82caeec41247,1.9050714285714287,0.7857142857142857,14.0,1601,default,1.0,1.0,11.0,F,outlier
17799,2e913bbd-3d8b-3612-9645-0fc89fb4100b,0.0327641681901279,0.0292504570383912,218.8,2151,default,45.0,5.0,32.0,F,normal
13907,e0f59b2d-ff0e-3185-ae35-be8d86f045f0,0.4840700549450549,0.1236263736263736,728.0,21145,default,3.0,1.0,90.0,E,outlier
18073,89727232-e3a1-3743-bdf4-9b42ea12db39,10.047934782608696,0.3478260869565217,23.0,13867,default,2.0,1.0,8.0,F,outlier
18657,c2668954-2a8f-3cee-aceb-686c871aaacf,10.2796,1.0,5.0,3084,default,1.0,1.0,5.0,F,outlier
31586,c48cac79-ce85-3e83-b733-12e5da29d8e1,4.39334623655914,0.0086021505376344,232.5,122575,default,2.0,2.0,4.0,F,normal
20411,26bde814-5f47-31d1-a92c-6c939a6618ca,0.3466397153945666,0.0310478654592496,81.36842105263158,32155,default,24.0,19.0,48.0,F,normal
21958,fb0747e7-21d8-34a0-98fc-ac4c2cd2701d,0.6822,0.6,2.5,205,default,3.0,2.0,3.0,F,normal
18544,6801b90a-8ecb-38b9-b944-202c756f5e53,0.0038434670116429,0.0219922380336351,17.177777777777777,179,default,53.0,45.0,17.0,F,normal
26135,c5e1f45d-4af2-3d73-80fb-39be91ddb3c8,8.561491379310343,0.3103448275862069,19.33333333333333,29794,default,4.0,3.0,18.0,F,normal
19930,2f09c0fe-7c02-3390-8d1f-a683fc9d9f85,22.370538461538462,0.9230769230769232,13.0,17450,default,1.0,1.0,12.0,F,outlier
24635,11c5ae04-dc79-3db8-9909-a95a0abd291c,14.004146551724135,0.1206896551724138,19.33333333333333,48735,default,4.0,3.0,7.0,F,normal
30194,7acb8a81-1f10-3193-bc7b-92056d5e6f82,18.482916666666668,0.75,6.0,13308,default,3.0,2.0,9.0,F,normal
28275,84752f9f-a777-3c8c-a5f1-ab32d166cc7e,129.26683333333332,0.1666666666666666,3.0,46537,default,2.0,2.0,1.0,F,normal
21083,fd3e3924-a927-3e89-8970-3dc2732c1d8a,0.477125,0.5416666666666666,12.0,688,default,3.0,2.0,13.0,F,normal
1350,620fc041-671e-3023-82e5-2df281efe9dd,0.6627142857142857,0.5238095238095238,21.0,836,default,1.0,1.0,11.0,E,outlier
31420,8e018c93-78cd-31a3-8202-8c76f2bdaa66,18.157285714285717,0.4285714285714285,10.5,22879,default,2.0,2.0,9.0,F,normal
27967,1897dbdc-8d86-3aa9-a644-3d2e33248e1a,0.8562820512820513,0.2564102564102564,4.875,2004,default,10.0,8.0,10.0,F,normal
4279,6cd8aaed-c835-37a9-b07d-723bb3aa154d,0.3787133182844243,0.1083521444695259,443.0,10067,default,1.0,1.0,48.0,E,outlier
10482,52827147-6cf6-39e4-8908-4b1f961f3b5f,0.0637083333333333,0.75,12.0,46,default,1.0,1.0,9.0,E,outlier
29356,4965d54e-c65d-36c0-abf2-3bc554082e28,516.66,0.8,5.0,154998,default,1.0,1.0,4.0,F,outlier
26834,ab66f7f4-90e7-3aaf-ac68-994b1b293b6f,3.9735099337748346e-05,0.0198675496688741,2.0972222222222223,1,default,75.0,72.0,3.0,F,normal
21368,a5008385-61ce-3cf5-83e0-82153255dc4d,7.8956,0.8,10.0,4738,default,3.0,1.0,8.0,F,outlier
22729,652bca44-ce11-3223-9e0f-5e33b75c96c9,0.0069,0.2,3.75,7,default,4.0,4.0,3.0,F,normal
23519,fad28f89-30d8-3b58-afde-aab382212eda,5.48052380952381,0.3809523809523809,10.5,6906,default,2.0,2.0,8.0,F,normal
29407,d099ca44-4e6c-37dc-99e6-deee996aa58a,11.922315789473686,0.2894736842105263,38.0,27183,default,1.0,1.0,11.0,F,outlier
24749,6fef082e-e700-3946-838b-3168904b4560,0.3217777777777778,0.0555555555555555,7.2,696,default,5.0,5.0,2.0,F,normal
3242,3ed8647e-7e88-3f19-8002-c4ca2297be44,0.00825,0.5,2.0,1,default,2.0,1.0,1.0,E,outlier
33365,5c2522d0-63bd-320b-b0eb-e172e34647d6,0.5229821428571428,0.1696428571428571,11.2,3515,default,12.0,10.0,19.0,F,normal
24523,9f52caeb-9515-39ef-a115-87837b107dfe,0.3564615384615384,0.3269230769230769,17.333333333333332,1113,default,9.0,3.0,17.0,F,normal
17744,92a47dd6-aa11-3236-a6dc-c5fe9c685fa7,0.041,1.0,1.0,3,default,1.0,1.0,1.0,E,outlier
23142,253acb2d-98dd-3cc9-805f-3879cb7a6b60,0.002319514661274,0.0101112234580384,10.091836734693878,138,default,105.0,98.0,10.0,F,normal
18382,79ef6537-de17-38bb-accc-f2ad28b3ef80,0.074985493898227,0.0131245682707805,66.81538461538462,19540,default,76.0,65.0,57.0,F,normal
12218,3e421114-1104-33a8-8720-a33eb4aeb319,7.795428571428571,0.5714285714285714,7.0,3275,default,1.0,1.0,4.0,E,outlier
34049,247ae430-6304-3183-ae98-5596e971e59c,3.3522727272727275,0.8636363636363636,22.0,4425,private_ip,1.0,1.0,19.0,F,outlier
20231,152634d0-30f6-35d7-b2b2-567bfd828420,0.003,0.05,2.2222222222222223,4,default,10.0,9.0,1.0,F,normal
7753,9f632b01-9890-3245-96a6-0b3a44312091,40.28173333333333,0.8,15.0,36254,default,1.0,1.0,12.0,E,outlier
3899,a6764fb7-143f-3ede-8c7c-9f6a306c1b7f,27.5055923566879,0.2356687898089172,157.0,259103,default,1.0,1.0,37.0,E,outlier
20931,5aaa9984-9516-388d-a19a-27c263a59cb5,0.0972742857142857,0.1314285714285714,7.291666666666667,1022,default,27.0,24.0,23.0,F,normal
19459,8aebac56-2e4d-3ba4-a8f5-06932a593c3c,0.2610769230769231,0.2564102564102564,13.0,611,default,3.0,3.0,10.0,F,normal
19038,51f7e646-6d77-3eee-a393-c9080050b500,0.00016,0.04,2.0,1,default,25.0,25.0,2.0,F,normal
22224,28c73032-4d97-3e0d-83ef-c17a5e8c79dc,0.0584848484848484,0.2727272727272727,8.25,116,default,5.0,4.0,9.0,F,normal
5146,2da96c6d-2275-35c4-85ca-75a96fc49170,0.9211729857819904,0.1753554502369668,422.0,23325,default,2.0,1.0,74.0,E,outlier
33416,ffb11fef-8fbd-35b2-a0fd-2a9e6eb82bce,1.145625,0.4583333333333333,8.0,1650,default,5.0,3.0,11.0,F,normal
18561,978f3517-9c6d-37b9-883f-bfbc2aafa893,0.0121558441558441,0.2467532467532467,8.555555555555555,57,default,15.0,9.0,19.0,F,normal
2065,cce35f1c-9a60-3c69-8bf4-5c8f8e45ef78,0.004,1.0,5.0,2,default,5.0,1.0,5.0,E,outlier
28888,3dfee747-9ae5-3eae-8e02-88810bf76e3b,0.8451539225422046,0.0158887785501489,32.483870967741936,51065,default,38.0,31.0,16.0,F,normal
8213,e88fc012-b6ff-3d0a-bbbb-d57f7663e2d6,0.856,1.0,4.0,206,default,1.0,1.0,4.0,E,outlier
24954,d9d2782f-4b54-3193-8d95-94bb514b4c96,1.0351221198156682,0.1889400921658986,21.7,13478,default,14.0,10.0,41.0,F,normal
2310,c6a2b96f-6cf1-3b4a-b589-d24da93b7f36,0.6886491228070175,0.4736842105263157,57.0,2356,default,1.0,1.0,27.0,E,outlier
8858,b716173d-55f4-3dba-a7ac-e34ef2dd806c,0.0001044776119402,0.0970149253731343,2.627450980392157,2,default,235.0,102.0,26.0,E,outlier
18117,2866048c-a57d-3ba5-8603-e05af635dd3a,63.5688947368421,0.4210526315789473,6.333333333333333,72469,default,3.0,3.0,8.0,F,normal
4779,55a47231-d3d7-317e-909c-fb493a8a2a23,15.067649572649572,0.1025641025641025,117.0,105775,default,1.0,1.0,12.0,E,outlier
17877,369a1af5-d8da-3592-a71f-3fdaf2342d41,3.0014166666666666,0.5555555555555556,18.0,3242,default,2.0,1.0,10.0,F,outlier
2622,304d4139-a604-3ad9-8f73-a83d4fe1c376,0.6027777777777779,0.6111111111111112,18.0,651,default,1.0,1.0,11.0,E,outlier
736,86d49682-4ebf-36ea-b4d4-ca855f2e38a3,1.019655462184874,0.0784313725490196,357.0,21842,default,1.0,1.0,28.0,E,outlier
24448,c77ac743-007f-3f4b-b86a-9fa1a866f37c,0.1768571428571428,0.7142857142857143,3.5,75,default,3.0,2.0,5.0,F,normal
8572,af4802ed-4d22-3b73-9064-1bcf4c197291,0.9759056603773584,0.2830188679245283,53.0,3104,default,1.0,1.0,15.0,E,outlier
32665,e1543432-d283-3bbc-8e9c-b0bc9e49bceb,49.900333333333336,1.0,3.0,8983,default,1.0,1.0,3.0,F,outlier
19849,638ff85d-163e-3ad3-91c3-6b2698b82d68,0.2605,0.4444444444444444,4.5,141,default,2.0,2.0,4.0,F,normal
28819,53ff1d02-bf88-3c20-8fac-60bd5a4ee5a8,2.620108695652174,0.1956521739130435,9.2,7232,default,5.0,5.0,9.0,F,normal
7802,36d2388e-4fe3-3a68-856c-9fe25da79090,3.128547619047619,0.2619047619047619,42.0,7884,default,1.0,1.0,11.0,E,outlier
32632,79f848b6-00af-3a95-afcc-1e2fef609128,283.7181875,0.8125,16.0,272370,default,1.0,1.0,13.0,F,outlier
20666,3192e238-9b7f-3263-8f2f-68b96e886502,0.0036742424242424,0.0606060606060606,4.258064516129032,30,default,35.0,31.0,8.0,F,normal
32710,7dad67f9-4689-3aaa-80e1-cd2f39f25adf,5.219146551724138,0.3103448275862069,58.0,18163,default,2.0,1.0,18.0,F,outlier
18771,2f267f7f-61ac-3a37-839e-19a58c21c23b,1.4577954545454546,0.3181818181818182,7.333333333333333,5773,default,10.0,9.0,21.0,F,normal
25475,7f72466d-510f-3876-9fd7-f0d1d57df1ed,0.6424436090225564,0.2030075187969924,33.25,5127,default,7.0,4.0,27.0,F,normal
20178,4098957b-0aaf-38e8-9d08-ad0ec558355a,13.617142857142856,0.4285714285714285,2.333333333333333,5720,default,3.0,3.0,3.0,F,normal
26859,f2606300-089c-38d4-a34c-6d7b6d45e876,3.061780991735537,0.2066115702479339,60.5,22229,default,2.0,2.0,25.0,F,normal
33434,2cff78f7-cbf1-3d4d-951b-f88e2e4e1705,2.385318181818182,0.0909090909090909,2.2,6298,default,21.0,20.0,4.0,F,normal
27315,5af6d8ba-3b28-36bd-9d5b-5411963d68af,1.3534285714285714,0.1428571428571428,2.8823529411764706,3980,default,19.0,17.0,7.0,F,normal
19794,c6f29ac0-bb75-3f61-901d-54f746a5f9aa,0.0025801033591731,0.0111972437553832,2322.0,360,private_ip,106.0,1.0,26.0,F,outlier
29361,53a6529f-095d-3258-9b31-fd17fec41ebc,0.6452608695652173,0.391304347826087,15.333333333333334,1781,default,5.0,3.0,18.0,F,normal
3652,e1df4e41-37df-36a3-bf7b-e2ab2492c635,0.3431363636363636,0.8181818181818182,11.0,227,default,2.0,1.0,9.0,E,outlier
17790,0bf761fe-2417-39ff-9e5e-111a46e6630e,0.6853736842105264,0.2,31.666666666666668,3907,default,4.0,3.0,19.0,F,normal
32301,749f8f37-302a-35f0-8251-c73f9370ecde,1.120513157894737,0.0701754385964912,22.8,7665,default,8.0,5.0,8.0,F,normal
12566,f94cee15-2d58-3cfe-b970-749a5475e3bc,0.9159947229551452,0.1767810026385224,379.0,20830,default,1.0,1.0,67.0,E,outlier
30349,6c9f2e96-5dd4-3541-82b2-0e3de967e663,0.015109375,0.1875,6.4,30,default,6.0,5.0,6.0,F,normal
22935,aee731b8-e3aa-380f-9d88-efd700b130da,108.11773333333332,0.5333333333333333,15.0,97306,default,1.0,1.0,8.0,F,outlier
19975,c8b33bd7-39dd-336b-ad21-06dffb0417de,51.79754545454546,0.3636363636363636,3.6666666666666665,34187,default,3.0,3.0,4.0,F,normal
13037,3878d6af-97db-35d3-a4fa-bb31749ce4e6,0.5824637203166227,0.0936675461741424,758.0,26491,default,1.0,1.0,71.0,E,outlier
25508,cf242a69-0dc5-30de-8687-441069e7e247,3.8021071428571434,0.375,28.0,12776,default,3.0,2.0,21.0,F,normal
34297,7d794ae5-5197-37f7-a9cc-834b4596304c,0.0060554913294797,0.0109826589595375,36.80851063829788,629,default,40.0,47.0,19.0,F,normal
631,4a71bd92-dcb4-3d4c-a3a2-f3b85255a817,0.880625,0.75,16.0,846,default,1.0,1.0,12.0,E,outlier
23271,7d150348-fdab-3467-b1d0-049bb9482c3f,2.726591836734694,0.3469387755102041,24.5,8017,default,3.0,2.0,17.0,F,normal
31933,04a632fd-665b-3dd3-a5e8-b444bd0dac34,0.971,0.1739130434782608,46.0,2680,default,1.0,1.0,8.0,F,outlier
29715,b597bcc7-1b94-3c08-a21e-a45882fa5bd4,19.071967741935484,0.4838709677419355,31.0,35474,default,2.0,1.0,15.0,F,outlier
8376,b01eaba1-0846-3414-914c-b51a006a49d6,25.112147727272728,0.4090909090909091,44.0,66297,default,2.0,1.0,18.0,E,outlier
23482,a98e7d60-f21e-30b4-a097-b4c15cb35602,5.143857142857143,0.7142857142857143,21.0,6482,default,1.0,1.0,15.0,F,outlier
21791,cc8c35c7-ebc7-339a-9428-11caf6914365,5.107634146341463,0.3658536585365853,41.0,12565,default,2.0,1.0,15.0,F,outlier
11824,d7f0ded0-f5cb-352f-877c-d376fdd8e8ba,25.312866666666665,0.3047619047619048,105.0,159472,default,1.0,1.0,32.0,E,outlier
3448,ad779036-3cb7-3710-b0e7-48d38b9faaa9,2.28996,0.52,25.0,3435,default,1.0,1.0,13.0,E,outlier
18989,a76d9929-f196-31c1-bcc1-9333623e7480,14.3835,0.5,4.0,6905,default,2.0,2.0,4.0,F,normal
25951,d6f36bfe-68b9-393c-8cea-1ec7f6455fa3,0.0889333333333333,0.4,5.0,81,default,6.0,3.0,6.0,F,normal
18681,0d168af5-5acd-3d28-af84-abf057b87adc,0.0136666666666666,0.4761904761904761,42.0,35,private_ip,3.0,1.0,20.0,F,outlier
3887,723e4546-b916-3f10-85c1-09c518c600ca,0.000758064516129,0.032258064516129,4.769230769230769,3,default,31.0,13.0,2.0,E,outlier
28728,5406ee89-3104-3fa5-8752-9b9bbd57457c,2.205488888888889,0.2888888888888888,7.5,5955,default,7.0,6.0,13.0,F,normal
25827,4ea96373-620a-3c38-bc06-55c75cd90b72,0.4535210622710622,0.0347985347985348,99.27272727272728,29715,default,22.0,11.0,38.0,F,normal
24428,a47d157c-997a-3096-91d5-c4391023574b,274.6173333333333,1.0,3.0,49432,default,1.0,1.0,3.0,F,outlier
19713,ca20a3c2-6004-3122-ab86-3116af7c1547,1.217253846153846,0.0769230769230769,26.0,9495,default,6.0,5.0,10.0,F,normal
21454,ad8dcc5b-6fc5-3853-b3a3-624c8d3af69e,1.287202830188679,0.1320754716981132,53.0,8187,default,2.0,2.0,14.0,F,normal
22738,8df9f7f6-5f4d-3c6e-a980-29cac72e8ef6,3.726640909090909,0.1318181818181818,220.0,49192,private_ip,5.0,1.0,29.0,F,outlier
22169,69a654e6-d75a-3249-b81b-3229ef1ffe5a,0.0087267932489451,0.0295358649789029,29.625,249,default,18.0,16.0,14.0,F,normal
2476,9803675e-4dbf-36ee-a46b-2b12654d5e29,3.243391304347826,0.6086956521739131,23.0,4476,default,1.0,1.0,14.0,E,outlier
28486,4b15209f-bd34-3764-bd57-7329084808e6,44.14985714285714,0.4285714285714285,2.333333333333333,18543,default,3.0,3.0,3.0,F,normal
8319,10742e75-5f54-3784-8144-3804cfcdd1ee,5.75,0.25,4.0,1380,default,1.0,1.0,1.0,E,outlier
20461,bc79ef98-8f34-33d5-97b7-9886746eef93,0.4562048780487804,0.0439024390243902,12.058823529411764,5612,default,17.0,17.0,9.0,F,normal
29368,6106417a-e3d6-33a4-b5ad-0b8493134500,10.313417293233082,0.2481203007518796,133.0,82302,default,2.0,1.0,33.0,F,outlier
24857,afd543e3-7518-3d25-86f3-f1606db7be29,1.4012,0.5,5.0,841,default,2.0,2.0,5.0,F,normal
33806,2898d762-c608-33c3-9a3f-bcac49a5d429,15.648416666666666,0.25,3.0,11267,default,4.0,4.0,3.0,F,normal
25210,39cc3c83-b1e2-3d7a-acb6-48c2dde3dd90,3.7180333333333335,0.3333333333333333,7.5,6693,default,5.0,4.0,10.0,F,normal
22326,6a8ac2c8-1dcc-35aa-b89e-0b82c7f6155b,53.678,0.25,4.0,12883,default,1.0,1.0,1.0,F,outlier
25655,6a8dd450-4efa-3252-8803-4565ac7b1355,0.4291835748792271,0.1304347826086956,207.0,5331,default,6.0,1.0,27.0,F,outlier
25279,0e5f9de0-658d-3d8d-aa51-0bd79536f965,55.529125,0.125,2.6666666666666665,26654,default,3.0,3.0,1.0,F,normal
7608,197fbc6d-8103-3bfb-8e62-dc92b0b78c8a,0.0035,0.2142857142857142,2.333333333333333,3,default,7.0,6.0,3.0,E,outlier
17476,7f762e45-8912-3a41-827a-988b0098b971,27.02540707964602,0.247787610619469,113.0,183233,default,1.0,1.0,28.0,E,outlier
22394,5300eb3e-f657-343c-bee2-4c26108baaa1,0.0858571428571428,0.5714285714285714,3.5,37,default,3.0,2.0,4.0,F,normal
12247,81f35142-d908-32ca-b010-981f91f6a99c,6.937684210526316,0.4473684210526316,38.0,15818,default,1.0,1.0,17.0,E,outlier
10387,2d71029a-5de4-3f55-82b9-145fe2acd1c8,2.1240357142857142,0.5714285714285714,14.0,1785,default,1.0,1.0,8.0,E,outlier
18967,65ae2dc7-50c3-3fde-948c-e1fa2c8ceb56,10.70062962962963,0.4074074074074074,27.0,17336,default,1.0,1.0,11.0,F,outlier
